collision_number	numerical_tangle_list	fidelity_list
0	0.9646529303130161	0.9995647398519955
1	0.831271065880525	0.9997893711444144
2	0.6984500805223215	0.9990177564384243
3	0.6253770068332466	0.9997522289709448
4	0.5612769463538636	0.9997855613095923
5	0.446117042261255	0.9998150898085564
6	0.36772816118305335	0.9986200451397896
7	0.33171067097783646	0.9997246157991211
8	0.28145403940166136	0.9995790082518455
9	0.23426220468555647	0.9992454477576731
10	0.21545928749976556	0.9987591359063289
