collision_number	numerical_tangle_list	fidelity_list
0	0.9599328839135668	0.9996979591483313
1	0.7235722166168331	0.9984640613776827
2	0.5343717231190099	0.9994012162011826
3	0.425455067383014	0.9993366115934518
4	0.290615619516973	0.9996303846161657
5	0.2452182979613687	0.9998379541768123
6	0.1675407668113667	0.9995333536752172
7	0.13825593828586485	0.9995580816837693
8	0.08743168839211123	0.9996551270379702
9	0.0789778419403292	0.9997388979027176
10	0.05262086921044618	0.9997674657839288
