collision_number	numerical_tangle_list	fidelity_list
0	0.9676983611957273	0.9997817515618959
1	0.8364580556976803	0.9687500030674241
2	0.7352382604606026	0.910156255062338
3	0.610656268603387	0.8886718805677176
4	0.5173727778686111	0.8544921937413891
5	0.4467466834177255	0.8251953192299813
6	0.3671122556374714	0.8144531318853773
7	0.3471333714058787	0.8066406319827887
8	0.29140775741956604	0.7812500073108244
9	0.2227911774945541	0.7324218828438377
10	0.1903185888347455	0.7460937577095973
